,year,url,batter,batter_hand,pitcher,pitcher_hand,event,type,x,y,start_speed,end_speed,sz_top,sz_bot,pfx_x,pfx_z,px,py,pz,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,break_y,break_angle,break_length,pitch_type,spin_dir,spin_rate
52076,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_29/gid_2014_07_29_nyamlb_texmlb_1/inning/inning_all.xml,134181,R,502085,R,Flyout,X,125.32,142.47,91.2,85.1,3.54,1.64,2.34,10.58,-0.71,1.4,2.549,-2.305,50,5.873,3.422,-133.626,-6.424,4.293,25.162,-12.704,23.9,-19.5,3.3,Cut-Fastball,167.567,2164.64
52128,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_30/gid_2014_07_30_nyamlb_texmlb_1/inning/inning_all.xml,134181,R,493133,R,Single,X,72.96,154.56,84,77,3.53,1.64,0.28,5.04,0.833,1.4,1.754,-1.344,50,5.817,5.172,-122.994,-4.75,0.422,27.128,-24.477,23.8,-3.3,6.9,Slider,176.864,909.267
52132,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_30/gid_2014_07_30_nyamlb_texmlb_1/inning/inning_all.xml,134181,R,493133,R,Flyout,X,93.56,149.38,83.1,76.7,3.53,1.64,-1,5.32,0.379,1.4,2.269,-1.418,50,5.829,4.63,-121.811,-3.527,-1.504,24.603,-24.134,23.8,1.5,6.7,Slider,190.594,974.183
52133,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_30/gid_2014_07_30_nyamlb_texmlb_1/inning/inning_all.xml,134181,R,493133,R,Single,X,109.87,138.15,91.9,85.4,3.53,1.64,-9.85,7.09,-0.294,1.4,2.91,-1.193,50,5.834,5.822,-134.631,-4.254,-18.268,26.348,-18.958,23.8,41,5.7,Sinker,234.115,2429.699
52137,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_30/gid_2014_07_30_nyamlb_texmlb_1/inning/inning_all.xml,134181,R,493133,R,Groundout,X,134.76,160.6,87.7,81.9,3.53,1.64,-7.65,2.45,-0.849,1.4,1.8,-1.251,50,5.841,3.56,-128.459,-4.813,-12.924,23.763,-27.951,23.9,23.1,7.5,Split finger fastball,251.904,1535.548
52294,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_01/gid_2014_08_01_texmlb_clemlb_1/inning/inning_all.xml,134181,R,517593,R,Single,X,96.14,155.42,87.8,82.6,3.52,1.62,0.22,2.79,0.053,1.4,2.234,-2.472,50,5.744,6.391,-128.564,-3.645,0.368,21.633,-27.328,23.9,-2.7,6.6,Slider,175.659,548.422
52299,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_01/gid_2014_08_01_texmlb_clemlb_1/inning/inning_all.xml,134181,R,517593,R,Single,X,122.75,156.29,96.6,88.9,3.52,1.62,-4.97,7.76,-0.589,1.4,2.186,-2.339,50,5.726,6.679,-141.335,-6.929,-10.038,32.443,-16.421,23.8,25.4,4,Four seam fast ball,212.505,1917.408
52359,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_02/gid_2014_08_02_texmlb_clemlb_1/inning/inning_all.xml,134181,R,543334,L,Groundout,X,100.43,151.1,90.9,84,3.53,1.63,11.53,2.82,0.111,1.4,2.179,2.7,50,5.212,-10.742,-132.89,-2.823,20.698,27.507,-27.046,23.8,-33.9,7.5,Sinker,103.915,2327.952
52361,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_02/gid_2014_08_02_texmlb_clemlb_1/inning/inning_all.xml,134181,R,543334,L,Groundout,X,73.82,151.97,89.5,83.4,3.53,1.63,9.79,4.14,0.71,1.4,2.061,2.766,50,5.269,-8.652,-130.99,-3.562,17.21,24.563,-24.823,23.9,-31.6,6.9,Sinker,113.13,2072.695
52363,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_02/gid_2014_08_02_texmlb_clemlb_1/inning/inning_all.xml,134181,R,425786,R,Groundout,X,91.85,147.65,86,81.1,3.53,1.63,2.7,3.09,-0.12,1.4,2.21,-1.156,50,6.422,1.716,-125.948,-5.182,4.432,20.354,-27.028,23.9,-9.5,6.9,Slider,139.264,782.301
52370,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_02/gid_2014_08_02_texmlb_clemlb_1/inning/inning_all.xml,134181,R,543766,R,Groundout,X,73.82,120.88,94.3,88,3.53,1.63,-0.01,4.97,-0.269,1.4,1.089,-3.13,50,5.544,7.825,-137.869,-8.078,-0.018,27.493,-22.436,23.9,-3.4,5,Cut-Fastball,180.104,1024.722
52428,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_03/gid_2014_08_03_texmlb_clemlb_1/inning/inning_all.xml,134181,R,545333,R,Flyout,X,109.01,189.96,74.9,69.3,3.51,1.63,5.52,-8.64,-0.134,1.4,0.529,-0.467,50,6.297,-0.821,-109.766,-2.536,6.61,22.719,-42.448,23.8,-8.5,14.7,Curve ball,32.755,1614.684
52433,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_03/gid_2014_08_03_texmlb_clemlb_1/inning/inning_all.xml,134181,R,545333,R,Flyout,X,96.14,140.74,85.6,79.9,3.51,1.63,3.28,0.58,0.181,1.4,2.736,-0.672,50,6.217,1.06,-125.525,-2.4,5.288,23.054,-31.169,23.9,-9.8,8,Slider,100.761,622.112
52434,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_03/gid_2014_08_03_texmlb_clemlb_1/inning/inning_all.xml,134181,R,545333,R,Single,X,78.97,158.01,85,80.3,3.55,1.51,1.71,2.41,0.475,1.4,1.941,-0.566,50,6.119,2.033,-124.542,-4.682,2.74,19.708,-28.234,23.9,-5.9,7.3,Cut-Fastball,145.185,559.042
52438,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_03/gid_2014_08_03_texmlb_clemlb_1/inning/inning_all.xml,134181,R,592102,R,Flyout,X,123.61,142.47,95.2,88.2,3.51,1.63,-7.66,9.52,-0.668,1.4,2.655,-1.015,50,5.782,3.711,-139.511,-6.246,-15.197,29.311,-13.213,23.8,44.9,4.2,Four seam fast ball,218.711,2526.923
52469,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_04/gid_2014_08_04_texmlb_chamlb_1/inning/inning_all.xml,134181,R,456051,R,Single,X,90.99,151.97,94.9,86.2,3.41,1.64,-10.07,10.31,0.249,1.4,2.241,-1.963,50,5.896,9.57,-138.64,-7.687,-19.331,34.849,-12.303,23.7,50.1,4.7,Four seam fast ball,224.21,2901.002
52473,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_04/gid_2014_08_04_texmlb_chamlb_1/inning/inning_all.xml,134181,R,456051,R,Flyout,X,112.45,125.2,92.6,83.9,3.41,1.64,-6.91,10.86,-0.42,1.4,3.31,-2.027,50,6.064,6.647,-135.509,-5.014,-12.645,34.146,-12.236,23.7,39.2,3.9,Four seam fast ball,212.382,2527.699
52475,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_04/gid_2014_08_04_texmlb_chamlb_1/inning/inning_all.xml,134181,R,456051,R,Flyout,X,113.3,156.29,86.8,79.5,3.41,1.64,-12.99,10.4,-0.35,1.4,1.993,-1.723,50,6.323,7.636,-126.847,-7.752,-21.017,27.667,-15.275,23.8,48.9,6.5,Change-up,231.198,3084.438
52546,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_05/gid_2014_08_05_texmlb_chamlb_1/inning/inning_all.xml,134181,R,433579,L,Home Run,X,106.44,165.78,81.8,74.7,3.53,1.63,6.15,8.05,-0.234,1.4,1.65,0.323,50,6.346,-3.18,-119.678,-6.642,8.79,26.277,-20.592,23.7,-20.3,6.7,Change-up,142.805,1762.574
52555,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_05/gid_2014_08_05_texmlb_chamlb_1/inning/inning_all.xml,134181,R,433579,L,Groundout,X,127.9,127.79,86.5,80.5,3.53,1.63,-0.6,5.32,-0.847,1.4,3.252,-0.045,50,6.473,-1.819,-126.83,-3.443,-0.977,23.95,-23.358,23.9,3.1,5.9,Cut-Fastball,186.322,1014.618
52563,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_05/gid_2014_08_05_texmlb_chamlb_1/inning/inning_all.xml,134181,R,516589,R,Groundout,X,131.33,140.74,93.6,85.6,3.53,1.63,-7.32,9.58,-1.03,1.4,2.712,-1.59,50,6.157,4.071,-136.994,-6.685,-13.802,32.482,-14.039,23.7,39.5,4.4,Two-seam fastball,217.273,2413.462
52641,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_06/gid_2014_08_06_texmlb_chamlb_1/inning/inning_all.xml,134181,R,519242,L,Flyout,X,96.14,129.52,96.1,88.2,3.54,1.63,11.05,6.06,0.127,1.4,3.125,2.55,50,5.416,-10.692,-140.488,-2.746,22.048,32.186,-19.995,23.8,-43.6,5.8,Two-seam fastball,118.916,2601.112
52652,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_06/gid_2014_08_06_texmlb_chamlb_1/inning/inning_all.xml,134181,R,519242,L,Flyout,X,126.18,131.24,95.4,87.4,3.54,1.63,9.86,5.64,-0.798,1.4,3.14,2.64,50,5.426,-12.964,-139.294,-2.452,19.325,31.982,-21.044,23.8,-37.2,5.6,Two-seam fastball,119.94,2322.701
52662,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_06/gid_2014_08_06_texmlb_chamlb_1/inning/inning_all.xml,134181,R,502593,R,Groundout,X,52.36,155.42,86,78.8,3.54,1.63,-1.06,1.3,1.427,1.4,2.171,-1.85,50,5.666,8.439,-125.758,-2.559,-1.679,28.132,-30.04,23.8,-0.1,7.9,Slider,218.194,313.248
52786,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_08/gid_2014_08_08_texmlb_houmlb_1/inning/inning_all.xml,134181,R,519085,L,Single,X,122.75,154.56,79.2,73.6,3.54,1.63,-1.94,-1.78,-0.662,1.4,2.032,1.812,50,6.094,-5.088,-116.051,-1.765,-2.642,21.961,-34.518,23.8,5.7,10.4,Knuckle curve,311.581,441.535
52790,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_08/gid_2014_08_08_texmlb_houmlb_1/inning/inning_all.xml,134181,R,519085,L,Flyout,X,93.56,147.65,89.1,80.4,3.54,1.63,10.4,11.56,0.205,1.4,2.449,1.818,50,5.861,-7.547,-130.354,-6.219,17.506,32.978,-12.651,23.7,-47.7,5.1,Four seam fast ball,138.119,2918.423
52900,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_09/gid_2014_08_09_texmlb_houmlb_1/inning/inning_all.xml,134181,R,444857,R,Lineout,X,114.16,188.23,78,72.2,3.54,1.62,9.91,-4.44,-0.355,1.4,0.719,-1.692,50,6.183,0.119,-114.354,-3.817,12.933,23.949,-37.899,23.8,-18.5,12.7,Curve ball,66.122,1794.35
52903,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_09/gid_2014_08_09_texmlb_houmlb_1/inning/inning_all.xml,134181,R,444857,R,Groundout,X,72.1,155.42,86.2,78.7,3.54,1.62,3.16,1.29,0.851,1.4,2.19,-1.354,50,6.359,4.443,-126.227,-4.232,4.998,30.098,-30.063,23.7,-10.8,8.1,Cut-Fastball,112.898,623.579
52904,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_09/gid_2014_08_09_texmlb_houmlb_1/inning/inning_all.xml,134181,R,444857,R,Flyout,X,103,154.56,75.3,68.9,3.54,1.62,9.3,-4.49,0.002,1.4,2.141,-1.623,50,6.526,0.911,-110.485,-0.777,11.207,24.233,-37.511,23.7,-16.7,13.3,Curve ball,64.535,1629.944
52909,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_09/gid_2014_08_09_texmlb_houmlb_1/inning/inning_all.xml,134181,R,451661,R,Single,X,119.31,114.84,95.5,85.9,3.54,1.62,2.06,10.69,-0.567,1.4,3.867,-0.865,50,5.656,0.086,-139.986,-2.804,3.993,38.968,-11.415,23.6,-18.2,2.7,Four seam fast ball,169.114,2190.853
53003,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_10/gid_2014_08_10_texmlb_houmlb_1/inning/inning_all.xml,134181,R,572971,L,Groundout,X,78.11,132.11,89.8,82.5,3.54,1.63,9.6,4.3,0.681,1.4,2.883,1.343,50,6.177,-4.948,-131.612,-3.799,16.756,29.269,-24.591,23.8,-31.7,7,Two-seam fastball,114.35,2027.382
53007,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_10/gid_2014_08_10_texmlb_houmlb_1/inning/inning_all.xml,134181,R,572971,L,Lineout,X,122.75,179.6,89.6,82,3.54,1.63,11.4,3.4,-0.733,1.4,1.159,1.316,50,5.933,-9.069,-130.836,-7.165,19.549,30.467,-26.272,23.8,-32.2,7.8,Two-seam fastball,106.8,2264.339
53012,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_10/gid_2014_08_10_texmlb_houmlb_1/inning/inning_all.xml,134181,R,572971,L,Home Run,X,99.57,142.47,90.1,82.4,3.54,1.63,12.65,4.6,0.016,1.4,2.725,1.739,50,5.544,-8.73,-131.823,-2.678,22.103,29.936,-24.064,23.7,-39.3,7.4,Two-seam fastball,110.149,2591.13
53013,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_10/gid_2014_08_10_texmlb_houmlb_1/inning/inning_all.xml,134181,R,407842,R,Single,X,114.16,153.69,75.8,69.4,3.54,1.63,10.66,-6.9,-0.401,1.4,2.079,-2.271,50,5.821,1.066,-111.208,1.187,13.04,24.277,-40.538,23.7,-18.1,14.1,Curve ball,57.323,2021.018
53079,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_11/gid_2014_08_11_tbamlb_texmlb_1/inning/inning_all.xml,134181,R,592767,L,Single,X,100.43,164.92,91.5,84.5,3.54,1.62,3.22,12.56,0.044,1.4,1.713,0.872,50,6.699,-3.291,-133.706,-11.417,5.838,28.135,-9.303,23.8,-23.9,2.8,Four seam fast ball,165.682,2561.198
53083,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_11/gid_2014_08_11_tbamlb_texmlb_1/inning/inning_all.xml,134181,R,346797,R,Flyout,X,104.72,121.75,92.5,86,3.54,1.62,-1.63,10.61,-0.251,1.4,3.366,-1.631,50,6.259,4.278,-135.51,-5.518,-3.058,26.542,-12.145,23.8,9.6,2.9,Four seam fast ball,188.679,2169.172
53152,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_12/gid_2014_08_12_tbamlb_texmlb_1/inning/inning_all.xml,134181,R,476451,R,Flyout,X,139.06,154.56,78.8,74.5,3.54,1.62,-3.66,7.84,-1.267,1.4,2.096,-2.089,50,5.86,2.996,-115.457,-4.069,-5.072,16.055,-21.231,24,12.2,6.5,Change-up,204.866,1515.568
53158,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_12/gid_2014_08_12_tbamlb_texmlb_1/inning/inning_all.xml,134181,R,476451,R,Field Error,X,97,178.73,77.1,71.7,3.54,1.62,6.55,-8.33,0.252,1.4,1.095,-2.021,50,6.238,3.162,-113,-1.795,8.378,22.716,-42.747,23.8,-11.6,13.9,Curve ball,38.392,1731.947
53160,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_12/gid_2014_08_12_tbamlb_texmlb_1/inning/inning_all.xml,134181,R,476451,R,Single,X,121.03,165.78,76.9,71.5,3.54,1.62,7.3,-9.2,-0.538,1.4,1.697,-1.857,50,6.206,0.825,-112.778,-0.128,9.333,21.899,-43.863,23.8,-12.1,14.2,Curve ball,38.604,1924.187
53168,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_12/gid_2014_08_12_tbamlb_texmlb_1/inning/inning_all.xml,134181,R,459429,L,Double Play,X,77.25,149.38,94.5,87.1,3.54,1.62,7.81,11.12,0.797,1.4,2.351,1.576,50,6.085,-4.903,-138.321,-8.278,15.164,30.397,-10.524,23.8,-48.9,3.9,Four seam fast ball,144.993,2772.362
53171,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_12/gid_2014_08_12_tbamlb_texmlb_1/inning/inning_all.xml,134181,R,346797,R,Flyout,X,112.45,142.47,90.9,83.9,3.54,1.62,-2.81,11.2,-0.239,1.4,2.592,-1.282,50,6.182,3.706,-133.08,-7.175,-5.058,27.713,-11.951,23.8,17.8,3.2,Four seam fast ball,194.041,2272.536
53235,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_13/gid_2014_08_13_tbamlb_texmlb_1/inning/inning_all.xml,134181,R,502042,R,Forceout,X,92.7,148.51,86.3,81.2,3.51,1.62,3.66,-1.6,0.205,1.4,2.351,-1.222,50,6.327,2.391,-126.534,-3.089,6.027,22.069,-34.738,23.9,-10.2,8.8,Slider,66.954,750.962
53239,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_13/gid_2014_08_13_tbamlb_texmlb_1/inning/inning_all.xml,134181,R,502042,R,Lineout,X,84.12,144.2,97.5,89.7,3.51,1.62,-7.41,9.71,0.471,1.4,2.584,-0.92,50,6.085,6.628,-142.698,-7.715,-15.27,32.967,-12.094,23.8,44.8,3.8,Two-seam fastball,217.25,2564.734
53280,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_14/gid_2014_08_14_tbamlb_texmlb_1/inning/inning_all.xml,134181,R,543606,R,Groundout,X,96.14,145.92,82.9,77,3.51,1.62,4.54,3.14,0.155,1.4,2.371,-1.167,50,6.539,1.759,-121.53,-4.302,6.793,23.507,-27.392,23.8,-14.1,7.9,Slider,125.145,991.704
53285,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_14/gid_2014_08_14_tbamlb_texmlb_1/inning/inning_all.xml,134181,R,543606,R,Lineout,X,78.11,153.69,81.7,76.6,3.51,1.62,4.6,3.49,0.732,1.4,1.898,-1.106,50,6.411,2.943,-119.742,-5.04,6.755,20.633,-26.981,23.9,-14.5,7.9,Slider,127.553,1032.324
53289,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_14/gid_2014_08_14_tbamlb_texmlb_1/inning/inning_all.xml,134181,R,459429,L,Lineout,X,92.7,159.74,97.5,89.7,3.51,1.62,7.87,11.51,0.278,1.4,1.902,1.714,50,5.827,-6.917,-142.493,-9.549,16.188,32.559,-8.422,23.8,-54.1,3.6,Four seam fast ball,145.725,2926.534
53295,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_15/gid_2014_08_15_anamlb_texmlb_1/inning/inning_all.xml,134181,R,572070,R,Single,X,97.85,173.55,87.6,82.5,3.5,1.62,0.75,-4.15,0.083,1.4,1.39,-1.921,50,6.278,4.856,-128.346,-4.781,1.276,23.178,-39.116,23.9,-2.9,9.5,Slider,10.414,797.847
53303,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_15/gid_2014_08_15_anamlb_texmlb_1/inning/inning_all.xml,134181,R,572070,R,Single,X,77.25,136.43,95.4,89.6,3.5,1.62,0.42,6.3,0.768,1.4,3.026,-2.301,50,6.075,8.382,-139.621,-4.987,0.847,25.23,-19.411,23.9,-6.4,4.1,Four seam fast ball,176.205,1329.103
53313,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_15/gid_2014_08_15_anamlb_texmlb_1/inning/inning_all.xml,134181,R,572070,R,Single,X,105.58,117.43,95.3,88.1,3.5,1.62,-2.16,7.51,-0.112,1.4,3.712,-1.966,50,6.184,5.895,-139.617,-3.715,-4.283,30,-17.198,23.8,9.6,3.7,Four seam fast ball,195.958,1618.57
53324,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_15/gid_2014_08_15_anamlb_texmlb_1/inning/inning_all.xml,134181,R,448178,R,Single,X,105.58,143.33,94.3,86.3,3.5,1.62,-6.54,11.98,-0.175,1.4,2.551,-1.798,50,5.605,6.721,-137.993,-6.623,-12.548,32.229,-9.124,23.8,45.9,3.2,Four seam fast ball,208.562,2759.164
53384,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_16/gid_2014_08_16_anamlb_texmlb_1/inning/inning_all.xml,134181,R,533167,R,Groundout,X,105.58,163.19,80.4,75,3.5,1.62,-8.145,5.688,-0.236,1.4,1.788,-1.865,50,6.401,6.266,-117.573,-5.591,-11.513,20.224,-24.06,23.9,22.9,7.8,Change-up,234.824,1738.002
53404,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_16/gid_2014_08_16_anamlb_texmlb_1/inning/inning_all.xml,134181,R,533167,R,Groundout,X,123.61,157.15,91.1,84.8,3.5,1.62,-7.381,8.604,-0.716,1.4,1.905,-1.454,50,6.433,4.485,-133.276,-8.843,-13.401,26.106,-16.478,23.9,34.7,4.9,Two-seam fastball,220.489,2246.623
53411,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_16/gid_2014_08_16_anamlb_texmlb_1/inning/inning_all.xml,134181,R,276351,R,Groundout,X,90.13,149.38,93.4,86.4,3.5,1.62,-8.065,10.938,0.307,1.4,2.307,-2.957,50,6.081,11.634,-136.188,-8.066,-15.265,27.723,-11.398,23.8,44.9,3.9,Four seam fast ball,216.305,2746.401
53476,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_17/gid_2014_08_17_anamlb_texmlb_1/inning/inning_all.xml,134181,R,502327,L,Flyout,X,103.86,134.7,90.1,82.5,3.5,1.62,8.25,10.33,-0.017,1.4,2.847,2.261,50,5.916,-8.691,-131.702,-5.257,14.417,29.254,-14.045,23.8,-39.5,4.6,Sinker,141.508,2551.52
53482,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_17/gid_2014_08_17_anamlb_texmlb_1/inning/inning_all.xml,134181,R,502327,L,Flyout,X,98.71,148.51,82.2,76,3.5,1.62,12.01,7.07,0.157,1.4,2.37,2.386,50,5.721,-9.009,-120.148,-3.399,17.639,22.181,-21.709,23.8,-35.7,7.6,Change-up,120.681,2476.546
53486,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_17/gid_2014_08_17_anamlb_texmlb_1/inning/inning_all.xml,134181,R,448178,R,Lineout,X,119.31,126.06,93.7,86.7,3.5,1.62,-5.41,9.07,-0.43,1.4,3.37,-1.827,50,5.794,5.707,-137.188,-3.884,-10.384,28.16,-14.682,23.8,30.8,3.8,Four seam fast ball,210.694,2151.196
53492,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_17/gid_2014_08_17_anamlb_texmlb_1/inning/inning_all.xml,134181,R,434718,R,Single,X,121.03,137.29,88.6,81.3,3.5,1.62,-7.8,8.9,-0.46,1.4,2.911,-1.875,50,5.921,6.206,-129.702,-4.368,-13.229,28.227,-17.002,23.8,33.6,5.2,Sinker,221.085,2251.584
53640,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_19/gid_2014_08_19_texmlb_miamlb_1/inning/inning_all.xml,134181,R,543054,R,Single,X,93.56,147.65,93.1,85.3,3.5,1.62,0.55,7.94,0.25,1.4,2.427,-1.889,50,6.144,5.545,-136.326,-6.742,1.019,32.437,-17.284,23.8,-6.9,4.1,Four seam fast ball,176.087,1588.301
53645,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_19/gid_2014_08_19_texmlb_miamlb_1/inning/inning_all.xml,134181,R,543054,R,Double,X,111.59,126.93,92,85.4,3.5,1.62,1.38,5.4,-0.366,1.4,3.317,-1.919,50,6.243,3.665,-134.846,-3.672,2.564,27.506,-22.097,23.8,-8.2,5,Four seam fast ball,165.726,1118.709
53649,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_19/gid_2014_08_19_texmlb_miamlb_1/inning/inning_all.xml,134181,R,543054,R,Groundout,X,70.39,165.78,91.8,85.1,3.5,1.62,-0.77,8.52,0.872,1.4,1.66,-1.722,50,6,7.151,-134.207,-8.416,-1.416,27.844,-16.487,23.8,0.1,4,Four seam fast ball,185.156,1702.664
53658,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_19/gid_2014_08_19_texmlb_miamlb_1/inning/inning_all.xml,134181,R,518553,R,Field Error,X,98.71,152.83,92.3,84.5,3.5,1.62,-11.77,-1.26,0.043,1.4,2.182,-2.295,50,3.957,10.279,-134.942,1.749,-21.59,30.691,-34.405,23.8,29.6,8.7,Sinker,275.9,2333.534
53717,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_20/gid_2014_08_20_texmlb_miamlb_1/inning/inning_all.xml,134181,R,543135,R,Single,X,93.56,150.24,96.3,87.8,3.51,1.63,-9.68,5.8,0.187,1.4,2.272,-2.716,50,5.551,11.508,-140.739,-5.352,-19.229,34.913,-20.581,23.7,36.9,5.6,Four seam fast ball,238.914,2314.561
53720,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_20/gid_2014_08_20_texmlb_miamlb_1/inning/inning_all.xml,134181,R,543135,R,Groundout,X,98.71,162.33,96.9,87.7,3.51,1.63,-6.81,10.65,0.083,1.4,1.74,-2.674,50,5.541,10.091,-141.48,-8.577,-13.556,37.527,-10.889,23.7,39.8,3.5,Four seam fast ball,212.491,2587.702
53721,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_20/gid_2014_08_20_texmlb_miamlb_1/inning/inning_all.xml,134181,R,543135,R,Single,X,93.56,160.6,96,87.7,3.51,1.63,-7.78,8.8,0.188,1.4,1.791,-2.544,50,5.714,10.319,-140.178,-8.148,-15.359,34.145,-14.74,23.7,37.7,4.3,Four seam fast ball,221.378,2404.674
53726,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_20/gid_2014_08_20_texmlb_miamlb_1/inning/inning_all.xml,134181,R,573109,R,Groundout,X,69.53,138.15,91.8,84.7,3.51,1.63,-5.92,7.58,0.963,1.4,2.831,-1.883,50,5.477,9.599,-134.235,-3.593,-10.848,27.979,-18.21,23.8,25.2,4.6,Two-seam fastball,217.841,1911.09
53790,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_22/gid_2014_08_22_kcamlb_texmlb_1/inning/inning_all.xml,134181,R,570649,R,Groundout,X,136.48,126.93,97.3,89.9,3.51,1.63,-7.88,8.99,-1.063,1.4,3.253,-1.24,50,6.249,3.386,-142.477,-6.04,-16.265,31.433,-13.536,23.8,46.3,4.2,Two-seam fastball,221.109,2518.875
53799,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_22/gid_2014_08_22_kcamlb_texmlb_1/inning/inning_all.xml,134181,R,570649,R,Double,X,87.55,147.65,96.3,89.2,3.51,1.63,-3.17,9.98,0.42,1.4,2.456,-1.173,50,6.06,5.595,-140.958,-7.929,-6.419,30.049,-11.878,23.8,21.2,2.9,Four seam fast ball,197.549,2190.91
53801,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_22/gid_2014_08_22_kcamlb_texmlb_1/inning/inning_all.xml,134181,R,570649,R,Single,X,84.12,132.97,98.2,91.1,3.51,1.63,-6.58,8.82,0.483,1.4,3.068,-0.259,50,6.318,4.554,-143.808,-6.905,-13.913,30.417,-13.448,23.8,41.1,3.8,Four seam fast ball,216.61,2353.49
53805,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_08/day_22/gid_2014_08_22_kcamlb_texmlb_1/inning/inning_all.xml,134181,R,516969,R,Lineout,X,110.73,127.79,99.1,91.9,3.51,1.63,-5.9,10.25,-0.329,1.4,3.244,-0.954,50,6.218,4.01,-145.166,-6.816,-12.716,30.99,-10.025,23.8,46,3.1,Four seam fast ball,209.859,2552.423
