,year,url,batter,batter_hand,pitcher,pitcher_hand,event,type,x,y,start_speed,end_speed,sz_top,sz_bot,pfx_x,pfx_z,px,py,pz,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,break_y,break_angle,break_length,pitch_type,spin_dir,spin_rate
50662,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_05/gid_2014_07_05_texmlb_nynmlb_1/inning/inning_all.xml,134181,R,112526,R,Groundout,X,80.69,166.65,81,76.2,3.57,1.64,1.58,2.34,0.628,1.4,1.458,-1.406,50,5.666,4.308,-118.618,-3.831,2.292,19.245,-28.715,23.9,-5.6,8.2,Slider,146.472,507.507
50727,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_06/gid_2014_07_06_texmlb_nynmlb_1/inning/inning_all.xml,134181,R,554430,R,Groundout,X,146.78,125.2,94.7,86.9,3.55,1.64,-8.7,5.21,-1.608,1.4,3.263,-1.515,50,5.629,2.835,-138.835,-2.456,-16.899,32.325,-21.983,23.8,35.8,5.8,Two-seam fastball,238.907,2062.146
50730,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_06/gid_2014_07_06_texmlb_nynmlb_1/inning/inning_all.xml,134181,R,554430,R,Flyout,X,133.91,128.65,94.6,86,3.55,1.64,-4.36,6.63,-1.045,1.4,3.038,-1.464,50,5.712,2.677,-138.622,-3.715,-8.369,35.072,-19.383,23.7,20.8,4.6,Four seam fast ball,213.195,1599.753
50735,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_06/gid_2014_07_06_texmlb_nynmlb_1/inning/inning_all.xml,134181,R,542674,R,Single,X,94.42,145.06,92.8,84.2,3.55,1.64,-6.36,7.11,0.2,1.4,2.368,-1.959,50,5.604,7.939,-135.82,-5.036,-11.675,34.568,-19.047,23.7,25.6,5,Four seam fast ball,221.648,1876.52
50741,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_07/gid_2014_07_07_houmlb_texmlb_1/inning/inning_all.xml,134181,R,543054,R,Groundout,X,99.57,160.6,93.8,87.1,3.57,1.64,-0.88,8.62,-0.024,1.4,1.835,-1.688,50,6.173,4.835,-137.264,-8.934,-1.696,28.31,-15.528,23.8,2.5,3.7,Four seam fast ball,185.816,1768.471
50746,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_07/gid_2014_07_07_houmlb_texmlb_1/inning/inning_all.xml,134181,R,543054,R,Double,X,112.45,150.24,94.8,88.6,3.57,1.64,-0.28,6.14,-0.386,1.4,2.194,-1.904,50,6.029,4.288,-138.799,-6.965,-0.556,26.537,-19.936,23.9,-0.6,4.3,Four seam fast ball,182.599,1280.484
50748,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_07/gid_2014_07_07_houmlb_texmlb_1/inning/inning_all.xml,134181,R,543054,R,Home Run,X,115.88,130.38,92.3,86.8,3.57,1.64,0.23,7.96,-0.504,1.4,2.96,-1.503,50,6.283,2.616,-135.225,-5.805,0.427,22.801,-17.013,23.9,-2.7,3.8,Four seam fast ball,178.389,1627.216
50813,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_08/gid_2014_07_08_houmlb_texmlb_1/inning/inning_all.xml,134181,R,502748,R,Triple,X,99.57,143.33,92,85.2,3.56,1.63,-1.05,9.85,-0.096,1.4,2.567,-1.431,50,5.553,3.928,-134.779,-5.365,-1.951,27.557,-13.872,23.8,4.5,3.3,Four seam fast ball,186.083,1981.218
50815,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_08/gid_2014_07_08_houmlb_texmlb_1/inning/inning_all.xml,134181,R,502748,R,Flyout,X,112.45,132.11,92.5,85,3.56,1.63,-4.63,11.99,-0.443,1.4,3.048,-1.996,50,5.708,5.759,-135.483,-5.27,-8.596,30.005,-9.845,23.8,33.7,2.9,Four seam fast ball,201.054,2562.099
50822,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_08/gid_2014_07_08_houmlb_texmlb_1/inning/inning_all.xml,134181,R,451661,R,Flyout,X,103.86,129.52,95.5,88,3.56,1.63,-0.97,13.15,-0.177,1.4,3.166,-1.035,50,5.76,2.719,-139.853,-6.089,-1.922,30.637,-5.98,23.8,10.3,1.5,Four seam fast ball,184.195,2724.572
50869,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_09/gid_2014_07_09_houmlb_texmlb_1/inning/inning_all.xml,134181,R,572971,L,Single,X,108.15,171.83,89.8,84,3.55,1.63,7.13,4.96,-0.25,1.4,1.44,0.97,50,6.05,-5.59,-131.44,-7.56,12.64,24.32,-23.31,23.9,-25.4,6.2,Two-seam fastball,125.041,1704.014
50873,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_09/gid_2014_07_09_houmlb_texmlb_1/inning/inning_all.xml,134181,R,572971,L,Flyout,X,96.14,128.65,78,72.6,3.55,1.63,8.88,6.89,0.1,1.4,3.24,1.08,50,6.18,-4.83,-114.31,-1.62,11.86,19.15,-22.89,23.9,-25.6,7.8,Change-up,128.055,1911.567
50876,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_09/gid_2014_07_09_houmlb_texmlb_1/inning/inning_all.xml,134181,R,407842,R,Single,X,118.45,158.88,82.6,77,3.55,1.63,-7.23,0.19,-0.6,1.4,1.91,-2.61,50,5.41,7.08,-120.89,-1.74,-10.8,21.5,-31.81,23.9,16.7,9.1,Split finger fastball,268.07,1296.827
50944,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_10/gid_2014_07_10_anamlb_texmlb_1/inning/inning_all.xml,134181,R,502327,L,Single,X,111.59,187.37,76.1,70,3.54,1.62,-5.03,1,-0.331,1.4,0.685,2.522,50,5.683,-4.811,-111.513,-3.86,-6.222,23.395,-30.861,23.8,12.6,10.7,Curve ball,258.084,827.309
50954,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_10/gid_2014_07_10_anamlb_texmlb_1/inning/inning_all.xml,134181,R,502327,L,Flyout,X,70.39,139.02,88.5,82,3.54,1.62,9.83,11.84,0.855,1.4,2.781,2.063,50,5.646,-6.38,-129.558,-5.056,16.846,24.918,-11.8,23.8,-50.8,4.8,Four seam fast ball,140.416,2960.34
50966,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_10/gid_2014_07_10_anamlb_texmlb_1/inning/inning_all.xml,134181,R,502327,L,Home Run,X,90.13,130.38,93.6,86.9,3.54,1.62,9.2,7.63,0.334,1.4,3.129,2.009,50,5.634,-7.809,-137.057,-3.608,17.701,27.01,-17.414,23.8,-41.8,5.1,Sinker,129.824,2439.625
50973,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_10/gid_2014_07_10_anamlb_texmlb_1/inning/inning_all.xml,134181,R,607968,R,Single,X,127.04,153.69,93.6,86.6,3.54,1.62,-5.87,8.51,-0.849,1.4,2.164,-2.297,50,5.593,5.993,-136.945,-6.369,-11.213,28.546,-15.849,23.8,30.3,4.2,Four seam fast ball,214.482,2098.12
51019,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_11/gid_2014_07_11_anamlb_texmlb_1/inning/inning_all.xml,134181,R,572070,R,Single,X,120.17,150.24,97.2,90,3.54,1.62,-0.05,8.06,-0.679,1.4,2.15,-1.96,50,6.03,3.62,-142.215,-8.162,-0.096,30.998,-15.512,23.8,-2.2,3.4,Four seam fast ball,180.328,1699.774
51031,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_11/gid_2014_07_11_anamlb_texmlb_1/inning/inning_all.xml,134181,R,572070,R,Groundout,X,127.04,148.51,96.1,88.3,3.54,1.62,-9.53,4.92,-0.787,1.4,2.502,-1.855,50,5.923,6.397,-140.731,-5.48,-19.045,32.915,-22.263,23.8,36.8,6,Two-seam fastball,242.507,2213.271
51037,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_11/gid_2014_07_11_anamlb_texmlb_1/inning/inning_all.xml,134181,R,448178,R,Flyout,X,102.15,146.79,94.3,87.2,3.54,1.62,-2.82,9.98,-0.074,1.4,2.478,-2.285,50,5.616,7.033,-137.918,-6.228,-5.457,28.967,-12.757,23.8,16,3.1,Four seam fast ball,195.696,2121.637
51096,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_12/gid_2014_07_12_anamlb_texmlb_1/inning/inning_all.xml,134181,R,450308,R,Groundout,X,93.56,120.88,86.6,80.3,3.51,1.61,0.64,9.62,0.262,1.4,3.544,-2.737,50,6.072,7.318,-126.703,-3.091,1.05,23.962,-16.343,23.8,-8,4.2,Four seam fast ball,176.207,1816.673
51110,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_12/gid_2014_07_12_anamlb_texmlb_1/inning/inning_all.xml,134181,R,573046,R,Flyout,X,155.36,139.88,92,85.2,3.51,1.61,-5.74,6.1,-1.681,1.4,2.765,-2.69,50,5.808,4.683,-134.719,-4.213,-10.621,27.556,-20.819,23.8,24.1,5.2,Four seam fast ball,223.086,1674.361
51150,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_13/gid_2014_07_13_anamlb_texmlb_1/inning/inning_all.xml,134181,R,572140,L,Flyout,X,115.88,134.7,92.1,86.5,3.5,1.62,7.63,8.01,-0.499,1.4,2.989,1.787,50,6.633,-8.808,-134.698,-6.609,14.348,22.935,-17.044,23.9,-35.4,4.8,Two-seam fastball,136.521,2245.83
51154,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_13/gid_2014_07_13_anamlb_texmlb_1/inning/inning_all.xml,134181,R,572140,L,Groundout,X,71.24,145.92,93.3,87.2,3.5,1.62,9.76,8.12,0.843,1.4,2.414,1.928,50,6.443,-6.388,-136.43,-7.877,18.692,25.367,-16.54,23.9,-44.3,5.3,Two-seam fastball,129.91,2591.297
51164,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_13/gid_2014_07_13_anamlb_texmlb_1/inning/inning_all.xml,134181,R,572140,L,Single,X,112.45,150.24,90.8,85.2,3.5,1.62,2.64,10.37,-0.402,1.4,2.242,1.761,50,6.546,-6.626,-132.715,-8.88,4.802,22.623,-13.208,23.9,-14.3,3.4,Four seam fast ball,165.793,2138.702
51166,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_13/gid_2014_07_13_anamlb_texmlb_1/inning/inning_all.xml,134181,R,448178,R,Flyout,X,117.6,144.2,95.9,88.6,3.5,1.62,-4.44,9.52,-0.531,1.4,2.481,-2.159,50,5.531,6.125,-140.331,-6.13,-8.906,30.077,-13,23.8,28.1,3.3,Four seam fast ball,204.913,2185.659
51279,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_18/gid_2014_07_18_texmlb_tormlb_1/inning/inning_all.xml,134181,R,285079,R,Groundout,X,88.41,149.38,79.1,72.6,3.45,1.63,-5.29,2.36,0.322,1.4,2.255,-0.587,50,5.724,3.635,-115.898,-1.558,-7.126,23.696,-28.92,23.8,12.4,9,Four seam fast ball,245.456,980.615
51284,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_18/gid_2014_07_18_texmlb_tormlb_1/inning/inning_all.xml,134181,R,285079,R,Home Run,X,103.86,118.29,72,65.6,3.45,1.63,-0.16,5.32,-0.208,1.4,3.54,-0.54,50,5.936,0.728,-105.545,1.373,-0.175,20.746,-26.204,23.7,0.1,9.5,Knuckle ball,181.677,820.966
51285,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_18/gid_2014_07_18_texmlb_tormlb_1/inning/inning_all.xml,134181,R,285079,R,Lineout,X,77.25,123.47,76.5,69.1,3.45,1.63,-0.52,6.32,0.634,1.4,3.239,-0.355,50,6.014,2.313,-112.159,-0.541,-0.643,25.111,-24.257,23.7,0.4,8,Knuckle ball,184.641,1027.44
51372,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_19/gid_2014_07_19_texmlb_tormlb_1/inning/inning_all.xml,134181,R,573186,R,Flyout,X,105.58,130.38,94.4,85.5,3.51,1.62,-6.46,8.55,-0.237,1.4,3.092,-1.086,50,5.207,4.571,-138.294,-2.813,-12.3,35.827,-15.827,23.7,33.9,4.3,Four seam fast ball,216.958,2146.12
51375,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_19/gid_2014_07_19_texmlb_tormlb_1/inning/inning_all.xml,134181,R,573186,R,Single,X,75.54,124.34,93.6,85.3,3.51,1.62,-6.2,9.5,0.658,1.4,3.287,-1.073,50,5.228,6.837,-137.125,-2.605,-11.692,32.986,-14.183,23.7,34.2,3.9,Four seam fast ball,213.018,2270.091
51383,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_19/gid_2014_07_19_texmlb_tormlb_1/inning/inning_all.xml,134181,R,573186,R,Flyout,X,105.58,161.47,83.7,77.2,3.51,1.62,7.49,-3.63,-0.184,1.4,1.817,-1.56,50,5.288,0.976,-122.775,-0.605,11.338,26.122,-37.599,23.8,-16.9,10.6,Curve ball,64.429,1485.233
51452,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_20/gid_2014_07_20_texmlb_tormlb_1/inning/inning_all.xml,134181,R,279824,L,Flyout,X,111.59,140.74,79.7,73,3.51,1.63,-0.27,3.44,-0.403,1.4,2.664,1.206,50,6.003,-3.612,-116.755,-1.687,-0.364,24.263,-27.411,23.8,2.2,8.3,Cut-Fastball,184.368,593.57
51458,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_20/gid_2014_07_20_texmlb_tormlb_1/inning/inning_all.xml,134181,R,279824,L,Flyout,X,93.56,144.2,84.3,76.8,3.51,1.63,3.87,9.59,0.185,1.4,2.473,1.181,50,5.816,-3.631,-123.449,-4.492,5.889,27.581,-17.494,23.7,-15.5,5.1,Four seam fast ball,158.143,1858.846
51459,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_20/gid_2014_07_20_texmlb_tormlb_1/inning/inning_all.xml,134181,R,445170,R,Flyout,X,93.56,154.56,81.3,75.6,3.51,1.63,2.17,0.48,0.159,1.4,2.209,-1.44,50,5.477,3.106,-119.213,-1.044,3.134,22.11,-31.401,23.8,-6.6,8.9,Slider,103.856,392.827
51462,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_20/gid_2014_07_20_texmlb_tormlb_1/inning/inning_all.xml,134181,R,445163,R,Groundout,X,84.98,150.24,87,79.4,3.51,1.63,-0.89,4.18,0.454,1.4,2.319,-0.951,50,5.329,3.803,-127.471,-2.476,-1.439,29.492,-25.308,23.7,1.3,6.5,Four seam fast ball,191.835,798.416
51526,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_21/gid_2014_07_21_texmlb_nyamlb_1/inning/inning_all.xml,134181,R,572888,R,Field Error,X,83.26,167.51,85,80.6,3.52,1.63,4.92,-0.48,0.31,1.4,1.608,-1.732,50,5.853,3.478,-124.525,-3.922,7.906,19.354,-32.864,24,-14,8.6,Slider,85.012,924.592
51533,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_21/gid_2014_07_21_texmlb_nyamlb_1/inning/inning_all.xml,134181,R,476589,R,Field Error,X,85.84,187.37,81.4,76.2,3.52,1.63,3.49,-2.35,0.337,1.4,0.793,-1.229,50,5.891,2.623,-119.322,-4.511,5.059,22.002,-35.505,23.9,-8.5,10.2,Curve ball,56.637,736.461
51539,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_21/gid_2014_07_21_texmlb_nyamlb_1/inning/inning_all.xml,134181,R,453307,L,Single,X,73.82,140.74,92,85.1,3.52,1.63,7.13,9.3,0.739,1.4,2.732,1.627,50,5.856,-4.84,-134.769,-5.539,13.182,27.725,-14.901,23.8,-37.3,4.4,Four seam fast ball,142.652,2339.048
51607,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_22/gid_2014_07_22_texmlb_nyamlb_1/inning/inning_all.xml,134181,R,595032,R,Groundout,X,90.13,156.29,91.3,84.5,3.53,1.63,-6.18,6.5,0.346,1.4,1.874,-0.556,50,6.087,4.504,-133.623,-7.292,-11.22,27.808,-20.297,23.8,25.4,5.4,Two-seam fastball,223.37,1773.933
51608,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_22/gid_2014_07_22_texmlb_nyamlb_1/inning/inning_all.xml,134181,R,595032,R,Grounded Into DP,X,109.87,155.42,90.2,82.4,3.53,1.63,-9.86,7.7,-0.299,1.4,1.963,-0.829,50,6.019,4.69,-132.028,-6.922,-17.204,31.095,-18.672,23.7,38.5,6,Two-seam fastball,231.874,2403.134
51610,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_22/gid_2014_07_22_texmlb_nyamlb_1/inning/inning_all.xml,134181,R,595032,R,Single,X,64.38,151.97,82.4,77.2,3.53,1.63,3.05,1.58,1.041,1.4,2.124,-0.78,50,6.148,3.413,-120.799,-3.433,4.549,21.116,-29.739,23.9,-9.5,8.3,Slider,118.16,619.676
51614,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_22/gid_2014_07_22_texmlb_nyamlb_1/inning/inning_all.xml,134181,R,502085,R,Groundout,X,75.54,153.69,93.2,86.6,3.53,1.63,1.12,7.65,0.694,1.4,1.962,-2.141,50,5.764,7.262,-136.373,-7.012,2.133,27.834,-17.588,23.8,-10.5,4.1,Cut-Fastball,171.682,1568.212
51620,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_22/gid_2014_07_22_texmlb_nyamlb_1/inning/inning_all.xml,134181,R,453307,L,Groundout,X,49.79,157.15,92.9,85,3.53,1.63,10.8,6.26,1.488,1.4,1.833,1.45,50,5.786,-3.643,-136.077,-6.748,20.032,32.752,-20.479,23.8,-41,6.4,Four seam fast ball,120.278,2473.036
51622,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_22/gid_2014_07_22_texmlb_nyamlb_1/inning/inning_all.xml,134181,R,433585,L,Groundout,X,99.57,141.61,80,74.2,3.53,1.63,0.33,-2.96,-0.393,1.4,2.12,2.795,50,5.442,-7.466,-117.062,0.161,0.457,22.26,-36.211,23.8,1.3,10.6,Slider,6.457,503.512
51678,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_23/gid_2014_07_23_texmlb_nyamlb_1/inning/inning_all.xml,134181,R,475479,R,Groundout,X,111.59,155.42,86.9,80,3.53,1.63,-7.144,8.619,-0.483,1.4,2.083,-2.524,50,5.995,7.446,-127.117,-6.218,-11.671,26.419,-18.019,23.8,27.9,5.4,Two-seam fastball,219.505,2093.825
51683,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_23/gid_2014_07_23_texmlb_nyamlb_1/inning/inning_all.xml,134181,R,475479,R,Single,X,77.25,160.6,86.4,81.3,3.53,1.63,-1.478,7.638,0.517,1.4,1.82,-2.453,50,5.959,7.955,-126.28,-6.534,-2.437,20.534,-19.501,23.9,3.5,5,Slider,190.883,1482.627
51740,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_24/gid_2014_07_24_texmlb_nyamlb_1/inning/inning_all.xml,134181,R,435221,R,Lineout,X,109.01,137.29,93.3,86.8,3.52,1.62,-8.98,5.37,-0.345,1.4,2.927,-1.583,50,6.336,6.517,-136.627,-5.203,-17.148,27.216,-21.839,23.8,34.8,5.9,Sinker,238.922,2126.01
51744,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_24/gid_2014_07_24_texmlb_nyamlb_1/inning/inning_all.xml,134181,R,435221,R,Flyout,X,112.45,132.97,93.1,86.7,3.52,1.62,-6.77,9.43,-0.309,1.4,3.035,-1.534,50,6.354,5.699,-136.274,-6.372,-12.901,26.084,-14.116,23.9,37.7,4.1,Sinker,215.542,2362.677
51747,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_24/gid_2014_07_24_texmlb_nyamlb_1/inning/inning_all.xml,134181,R,435221,R,Flyout,X,95.28,133.84,92.4,83.9,3.52,1.62,-4.6,11.55,0.13,1.4,3.004,-1.391,50,6.457,5.617,-135.243,-7.078,-8.39,33.853,-11.04,23.7,28.7,3.3,Sinker,201.651,2439.207
51748,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_24/gid_2014_07_24_texmlb_nyamlb_1/inning/inning_all.xml,134181,R,502085,R,Flyout,X,103.86,136.43,89.7,82.9,3.52,1.62,0.13,9.95,-0.035,1.4,2.736,-2.142,50,5.775,5.427,-131.291,-5.064,0.221,26.851,-14.669,23.8,-4.7,3.6,Four seam fast ball,179.279,1934.479
51794,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_25/gid_2014_07_25_oakmlb_texmlb_1/inning/inning_all.xml,134181,R,434628,R,Flyout,X,126.18,144.2,92.4,85.8,3.54,1.62,-5.54,8.39,-0.803,1.4,2.575,-1.788,50,6.487,4.571,-135.279,-7.412,-10.346,27.419,-16.441,23.8,27.8,4.4,Four seam fast ball,213.328,2019.394
51796,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_25/gid_2014_07_25_oakmlb_texmlb_1/inning/inning_all.xml,134181,R,434628,R,Forceout,X,132.19,145.06,92.6,86.1,3.54,1.62,-4.44,9.14,-1.035,1.4,2.545,-1.775,50,6.431,3.543,-135.616,-7.674,-8.345,27.004,-14.911,23.8,25,3.9,Four seam fast ball,205.798,2051.203
51799,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_25/gid_2014_07_25_oakmlb_texmlb_1/inning/inning_all.xml,134181,R,434628,R,Single,X,125.32,136.43,81.3,76.7,3.54,1.62,4.92,-6.59,-0.794,1.4,2.934,-1.967,50,6.695,1.261,-119.304,-0.107,7.194,19.695,-41.746,23.9,-10,11.7,Slider,36.926,1456.085
51802,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_25/gid_2014_07_25_oakmlb_texmlb_1/inning/inning_all.xml,134181,R,475857,R,Single,X,129.61,144.2,94.7,87.9,3.54,1.62,-5.62,6.87,-0.978,1.4,2.479,-1.769,50,5.906,4.18,-138.685,-6.032,-11.039,28.506,-18.607,23.8,27.3,4.6,Four seam fast ball,219.133,1829.695
51880,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_26/gid_2014_07_26_oakmlb_texmlb_1/inning/inning_all.xml,134181,R,543243,R,Grounded Into DP,X,89.27,150.24,82.1,75.8,3.53,1.62,11.22,-3.82,0.373,1.4,2.32,-0.922,50,5.887,-0.379,-120.37,-0.492,16.313,25.273,-37.661,23.8,-23.2,11.5,Curve ball,71.409,2074.398
51883,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_26/gid_2014_07_26_oakmlb_texmlb_1/inning/inning_all.xml,134181,R,543243,R,Groundout,X,91.85,173.55,90.3,84,3.53,1.62,-6.79,7.96,0.245,1.4,1.303,-0.677,50,5.454,4.726,-132.09,-7.451,-12.106,25.619,-17.898,23.9,30.2,5.1,Two-seam fastball,220.297,2055.839
51888,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_26/gid_2014_07_26_oakmlb_texmlb_1/inning/inning_all.xml,134181,R,502381,R,Flyout,X,136.48,157.15,89.5,83.5,3.53,1.62,-4.15,3.25,-1.062,1.4,1.905,-1.329,50,6.115,2.096,-131.134,-5.869,-7.292,25.177,-26.385,23.9,14.1,6.5,Four seam fast ball,231.554,1030.056
51956,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_27/gid_2014_07_27_oakmlb_texmlb_1/inning/inning_all.xml,134181,R,431148,L,Groundout,X,78.11,136.43,75.9,70.5,3.53,1.63,6.7,3.67,0.581,1.4,2.734,0.753,50,6.096,-2.293,-111.261,-1.156,8.429,19.169,-27.478,23.8,-16.2,9.3,Change-up,119.124,1258.158
51959,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_27/gid_2014_07_27_oakmlb_texmlb_1/inning/inning_all.xml,134181,R,431148,L,Double,X,81.55,145.92,83.8,78.3,3.53,1.63,-1.49,3.61,0.498,1.4,2.598,0.966,50,6.006,-0.67,-122.86,-2.867,-2.303,21.637,-26.521,23.9,5.1,7.1,Slider,202.164,720.799
51967,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_27/gid_2014_07_27_oakmlb_texmlb_1/inning/inning_all.xml,134181,R,519267,R,Home Run,X,114.16,137.29,91.4,84.4,3.53,1.63,-4.06,10.53,-0.364,1.4,2.649,-1.437,50,5.895,4.235,-133.792,-6.148,-7.385,27.618,-12.926,23.8,24.8,3.5,Four seam fast ball,200.989,2235.521
51989,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_28/gid_2014_07_28_nyamlb_texmlb_1/inning/inning_all.xml,134181,R,475479,R,Field Error,X,69.53,142.47,87.7,83.7,3.54,1.64,2.53,3.9,0.912,1.4,2.651,-2.509,50,6.001,7.954,-128.354,-3.695,4.376,17.169,-25.348,24,-11.6,6.1,Slider,147.338,916.473
51994,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_28/gid_2014_07_28_nyamlb_texmlb_1/inning/inning_all.xml,134181,R,475479,R,Flyout,X,96.14,126.93,88.4,83.8,3.54,1.64,-0.19,5.29,0.053,1.4,3.249,-2.616,50,6.063,6.976,-129.418,-2.878,-0.334,18.657,-22.839,24,-1.5,5.3,Slider,182.047,1047.128
51997,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_28/gid_2014_07_28_nyamlb_texmlb_1/inning/inning_all.xml,134181,R,475479,R,Double,X,140.77,141.61,91.5,85.7,3.54,1.64,-9,5.81,-1.266,1.4,2.619,-2.598,50,5.986,6.675,-133.968,-4.976,-16.664,23.69,-21.339,23.9,35,5.9,Two-seam fastball,236.967,2152.519
51998,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_28/gid_2014_07_28_nyamlb_texmlb_1/inning/inning_all.xml,134181,R,518875,R,Groundout,X,92.7,173.55,83.7,79,3.54,1.64,2.28,4.4,0.164,1.4,1.252,-1.5,50,5.63,3.338,-122.552,-5.522,3.546,19.09,-25.252,23.9,-8.7,6.8,Slider,152.876,920.698
52055,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_29/gid_2014_07_29_nyamlb_texmlb_1/inning/inning_all.xml,134181,R,435221,R,Single,X,107.3,155.42,92.6,85.7,3.54,1.64,-5.88,10.14,-0.303,1.4,2.065,-1.629,50,6.435,5.601,-135.453,-9.247,-10.974,28.456,-13.175,23.8,33.1,3.9,Four seam fast ball,210.01,2349.971
52058,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_29/gid_2014_07_29_nyamlb_texmlb_1/inning/inning_all.xml,134181,R,435221,R,Flyout,X,101.29,131.24,92.1,85.6,3.54,1.64,-3.24,11.41,-0.033,1.4,3.094,-1.745,50,6.443,5.706,-134.833,-6.923,-6.034,26.376,-10.865,23.8,22.1,2.9,Cut-Fastball,195.809,2382.966
52067,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_29/gid_2014_07_29_nyamlb_texmlb_1/inning/inning_all.xml,134181,R,476589,R,Fielders Choice Out,X,87.55,182.19,87.5,82.5,3.54,1.64,3.13,-0.21,0.382,1.4,0.978,-1.361,50,5.919,3.399,-128.177,-6.221,5.299,22.449,-32.448,23.9,-9.8,8.1,Slider,87.04,600.573
52070,2014,http://gd2.mlb.com/components/game/mlb/year_2014/month_07/day_29/gid_2014_07_29_nyamlb_texmlb_1/inning/inning_all.xml,134181,R,595032,R,Groundout,X,92.7,137.29,91.8,84.9,3.54,1.64,-7.52,8.03,0.256,1.4,2.796,-0.959,50,6.317,5.825,-134.321,-6.093,-13.803,27.697,-17.353,23.8,34.2,5,Two-seam fastball,222.962,2187.5
